"Name","ReturnType","BriefDescription","DetailedDescription","ParamType","ParamName","ParamDescription","infer_prefix","infer_baseType","infer_clrType"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","mx_uint","len","symbol handle ","","mx_uint","mx_uint"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","NDArrayHandle*","in_args","symbol handle ","","NDArrayHandle*","NDArrayHandle[]"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","NDArrayHandle*","arg_grad_store","symbol handle ","","NDArrayHandle*","NDArrayHandle[]"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","mx_uint*","grad_req_type","symbol handle ","","mx_uint*","IntPtr"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","mx_uint","aux_states_len","symbol handle ","","mx_uint","mx_uint"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","NDArrayHandle*","aux_states","symbol handle ","","NDArrayHandle*","NDArrayHandle[]"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","ExecutorHandle","shared_exec","symbol handle ","","ExecutorHandle","ExecutorHandle"
"MXExecutorBindEX","int","Generate Executor from symbol, This is advanced function, allow specify group2ctx map. The user can annotate ""ctx_group"" attribute to name each group. ","symbol_handlesymbol handle dev_typedevice type of default context dev_iddevice id of default context num_map_keyssize of group2ctx map map_keyskeys of group2ctx map map_dev_typesdevice type of group2ctx map map_dev_idsdevice id of group2ctx map lenlength in_argsin args array arg_grad_storearg grads handle array grad_req_typegrad req array aux_states_lenlength of auxiliary states aux_statesauxiliary states array shared_execinput executor handle for memory sharing outoutput executor handle 0 when success, -1 when failure happens ","ExecutorHandle*","out","symbol handle ","out","ExecutorHandle","ExecutorHandle"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","SymbolHandle","symbol_handle","symbol handle ","","SymbolHandle","SymbolHandle"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","int","dev_type","symbol handle ","","int","int"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","int","dev_id","symbol handle ","","int","int"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const mx_uint","num_g2c_keys","symbol handle ","","const mx_uint","mx_uint"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const char**","g2c_keys","symbol handle ","","const char**","string[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const int*","g2c_dev_types","symbol handle ","","const int*","int[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const int*","g2c_dev_ids","symbol handle ","","const int*","int[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const mx_uint","provided_grad_req_list_len","symbol handle ","","const mx_uint","mx_uint"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const char**","provided_grad_req_names","symbol handle ","","const char**","string[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const char**","provided_grad_req_types","symbol handle ","","const char**","string[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const mx_uint","num_provided_arg_shapes","symbol handle ","","const mx_uint","mx_uint"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const char**","provided_arg_shape_names","symbol handle ","","const char**","string[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const mx_uint*","provided_arg_shape_data","symbol handle ","","const mx_uint*","mx_uint[]"
"MXExecutorSimpleBind","int","DEPRECATED. Use MXExecutorSimpleBindEx instead. ","symbol_handlesymbol handle dev_typedefault device type dev_iddefault device id num_g2c_keysnumber of group2ctx keys g2c_keyskey list of group2ctx g2c_dev_typesdevice type list of group2ctx g2c_dev_idsid list of group2ctx provided_grad_req_list_lengrad_req length provided by users in front-end provided_grad_req_namesgrad_req names provided by users in front-end provided_grad_req_typesreq types provided by users in front-end num_provided_arg_shapesnumber of user provided in_arg and aux_state shapes provided_arg_shape_namesname list of provided shapes provided_arg_shape_dataprovided shape data provided_arg_shape_idxprovided shape data index num_provided_arg_dtypesnumber of user provided in_arg and axu_state dtypes provided_arg_dtype_namesargument name list of provided dtypes provided_arg_dtypesdata of provided dtypes num_provided_arg_stypesnumber of user provided in_arg and axu_state storage types provided_arg_stype_namesargument name list of provided storage types provided_arg_stypesdata of provided storage types num_shared_arg_namesnumber of parameter names passed from _bind_ith_exec shared_arg_name_listparameter name list passed from _bind_ith_exec shared_buffer_lennumber of shared data arrays passed from _bind_ith_exec shared_buffer_name_listshared data array names passed from _bind_ith_exec shared_buffer_handle_listshared data array handles passed from _bind_ith_exec updated_shared_buffer_name_listupdated shared data array names after binding updated_shared_buffer_handle_listupdated shared data arrays after binding num_in_argsnumber of input arguments of this sym in_argslist_arguments associated with the current executor arg_gradslist of gradients of in_args associated with the current executor num_aux_statesnumber of aux states of this sym aux_stateslist_auxiliary_states associated with the current executor shared_exec_handleshared excutor handle passed from _bind_ith_exec outthe handle of the executor to be created ","const mx_uint*","provided_arg_shape_idx","symbol handle ","","const mx_uint*","mx_uint[]"
